aircraft,family,flight,origin,depInt,altDepInt,destination,arrInt,altArrInt,previous,tt,altFlight,altAirc,newFlight,_flight,cancelFlight
A320#460,A320,625701/03/08,BOD,460,460,ORY,530,530,0,40,0,0,0,-1,0
A320#460,A320,626201/03/08,ORY,850,850,BOD,915,915,0,40,0,0,0,-1,0
A320#460,A320,626901/03/08,BOD,960,960,ORY,1030,1030,0,40,0,0,0,-1,0
A320#460,A320,750801/03/08,ORY,1075,1075,TLN,1155,1155,0,40,0,0,0,-1,0
A320#460,A320,750901/03/08,TLN,1210,1210,ORY,1295,1295,0,40,0,0,0,-1,0
A320#460,A320,730002/03/08,ORY,1790,1790,SXB,1850,1850,0,40,0,0,0,-1,0
A320#460,A320,732102/03/08,SXB,1900,1900,ORY,1960,1960,0,40,0,0,0,-1,0
A320#460,A320,730402/03/08,ORY,2065,2065,SXB,2125,2125,0,40,0,0,0,-1,0
A320#460,A320,730902/03/08,SXB,2170,2170,ORY,2230,2230,0,40,0,0,0,-1,0
A320#460,A320,621802/03/08,ORY,2280,2280,NCE,2360,2360,0,40,0,0,0,-1,0
A320#460,A320,623902/03/08,NCE,2405,2405,ORY,2490,2490,0,40,0,0,0,-1,0
A320#460,A320,614202/03/08,ORY,2540,2540,TLS,2610,2610,0,40,0,0,0,-1,0
A320#460,A320,610303/03/08,TLS,3220,3220,ORY,3300,3300,0,40,0,0,0,-1,0
A320#460,A320,740203/03/08,ORY,3340,3340,LYS,3405,3405,0,40,0,0,0,-1,0
A320#460,A320,740503/03/08,LYS,3450,3450,ORY,3515,3515,0,40,0,0,0,-1,0
A320#460,A320,605603/03/08,ORY,3635,3635,MRS,3710,3710,0,40,0,0,0,-1,0
A320#460,A320,603703/03/08,MRS,3810,3810,ORY,3890,3890,0,40,0,0,0,-1,0
A320#460,A320,731203/03/08,ORY,3930,3930,SXB,3990,3990,0,40,0,0,0,-1,0
A320#460,A320,732503/03/08,SXB,4040,4040,ORY,4100,4100,0,40,0,0,0,-1,0
A320#378,A320,328901/03/08,MLH,365,365,CDG,440,440,0,40,0,0,0,-1,0
A320#378,A320,773601/03/08,CDG,630,630,BES,705,705,0,40,0,0,0,-1,0
A320#378,A320,773901/03/08,BES,750,750,CDG,830,830,0,40,0,0,0,-1,0
A320#378,A320,770801/03/08,CDG,1045,1045,NCE,1140,1140,0,40,0,0,0,-1,0
A320#378,A320,770901/03/08,NCE,1190,1190,CDG,1285,1285,0,40,0,0,0,-1,0
A320#378,A320,766002/03/08,CDG,1815,1815,MRS,1900,1900,0,40,0,0,0,-1,0
A320#378,A320,601502/03/08,MRS,1950,1950,ORY,2030,2030,0,40,0,0,0,-1,0
A320#378,A320,613602/03/08,ORY,2450,2450,TLS,2520,2520,0,40,0,0,0,-1,0
A320#378,A320,325802/03/08,TLS,2575,2575,CFE,2630,2630,0,40,0,0,0,-1,0
A320#378,A320,538603/03/08,CFE,3235,3235,NTE,3295,3295,0,40,0,0,0,-1,0
A320#378,A320,772503/03/08,NTE,3470,3470,CDG,3535,3535,0,40,0,0,0,-1,0
A320#378,A320,776203/03/08,CDG,3580,3580,SXB,3650,3650,0,40,0,0,0,-1,0
A320#378,A320,777103/03/08,SXB,3730,3730,CDG,3800,3800,0,40,0,0,0,-1,0
A320#378,A320,776603/03/08,CDG,3870,3870,SXB,3940,3940,0,40,0,0,0,-1,0
A320#378,A320,776703/03/08,SXB,3985,3985,CDG,4055,4055,0,40,0,0,0,-1,0
A320#378,A320,767003/03/08,CDG,4100,4100,MRS,4185,4185,0,40,0,0,0,-1,0
A320#126,A320,766001/03/08,CDG,375,375,MRS,460,460,0,40,0,0,0,-1,0
A320#126,A320,601501/03/08,MRS,510,510,ORY,590,590,0,40,0,0,0,-1,0
A320#126,A320,731601/03/08,ORY,1105,1105,SXB,1165,1165,0,40,0,0,0,-1,0
A320#126,A320,731302/03/08,SXB,1780,1780,ORY,1840,1840,0,40,0,0,0,-1,0
A320#126,A320,571102/03/08,ORY,1920,1920,LIG,1980,1980,0,40,0,0,0,-1,0
A320#126,A320,571802/03/08,LIG,2045,2045,CDG,2120,2120,0,40,0,0,0,-1,0
A320#126,A320,328802/03/08,CDG,2635,2635,MLH,2705,2705,0,40,0,0,0,-1,0
A320#126,A320,328903/03/08,MLH,3245,3245,CDG,3320,3320,0,40,0,0,0,-1,0
A320#126,A320,765203/03/08,CDG,3395,3395,LYS,3465,3465,0,40,0,0,0,-1,0
A320#126,A320,764303/03/08,LYS,3640,3640,CDG,3710,3710,0,40,0,0,0,-1,0
A320#126,A320,766603/03/08,CDG,3765,3765,MRS,3850,3850,0,40,0,0,0,-1,0
A320#126,A320,604303/03/08,MRS,3900,3900,ORY,3980,3980,0,40,0,0,0,-1,0
A320#125,A320,778001/03/08,CDG,375,375,TLS,460,460,0,40,0,0,0,-1,0
A320#125,A320,610901/03/08,TLS,505,505,ORY,585,585,0,40,0,0,0,-1,0
A320#125,A320,614601/03/08,ORY,995,995,TLS,1065,1065,0,40,0,0,0,-1,0
A320#125,A320,565201/03/08,TLS,1160,1160,NTE,1220,1220,0,40,0,0,0,-1,0
A320#125,A320,312102/03/08,NTE,1800,1800,BOD,1845,1845,0,40,0,0,0,-1,0
A320#125,A320,780302/03/08,BOD,1885,1885,LYS,1955,1955,0,40,0,0,0,-1,0
A320#125,A320,764102/03/08,LYS,2040,2040,CDG,2110,2110,0,40,0,0,0,-1,0
A320#125,A320,768402/03/08,CDG,2630,2630,MPL,2715,2715,0,40,0,0,0,-1,0
A320#125,A320,768103/03/08,MPL,3235,3235,CDG,3325,3325,0,40,0,0,0,-1,0
A320#125,A320,328203/03/08,CDG,3365,3365,MLH,3435,3435,0,40,0,0,0,-1,0
A320#125,A320,328303/03/08,MLH,3475,3475,CDG,3550,3550,0,40,0,0,0,-1,0
A320#125,A320,779403/03/08,CDG,3595,3595,TLS,3680,3680,0,40,0,0,0,-1,0
A320#125,A320,778703/03/08,TLS,3780,3780,CDG,3870,3870,0,40,0,0,0,-1,0
A320#125,A320,777803/03/08,CDG,3915,3915,PUF,4005,4005,0,40,0,0,0,-1,0
A320#125,A320,777903/03/08,PUF,4060,4060,CDG,4150,4150,0,40,0,0,0,-1,0
A319#576,A319,610101/03/08,TLS,310,310,ORY,390,390,0,35,0,0,0,-1,0
A319#576,A319,600801/03/08,ORY,425,425,MRS,500,500,0,35,0,0,0,-1,0
A319#576,A319,602301/03/08,MRS,630,630,ORY,710,710,0,35,0,0,0,-1,0
A319#576,A319,750601/03/08,ORY,750,750,TLN,830,830,0,35,0,0,0,-1,0
A319#576,A319,750701/03/08,TLN,880,880,ORY,965,965,0,35,0,0,0,-1,0
A319#576,A319,755201/03/08,ORY,1005,1005,MPL,1080,1080,0,35,0,0,0,-1,0
A319#576,A319,755301/03/08,MPL,1125,1125,ORY,1205,1205,0,35,0,0,0,-1,0
A319#576,A319,610402/03/08,ORY,1820,1820,TLS,1890,1890,0,35,0,0,0,-1,0
A319#576,A319,611502/03/08,TLS,1930,1930,ORY,2010,2010,0,35,0,0,0,-1,0
A319#576,A319,733802/03/08,ORY,2420,2420,MLH,2480,2480,0,35,0,0,0,-1,0
A319#576,A319,734302/03/08,MLH,2525,2525,ORY,2595,2595,0,35,0,0,0,-1,0
A319#576,A319,614802/03/08,ORY,2630,2630,TLS,2700,2700,0,35,0,0,0,-1,0
A319#576,A319,610703/03/08,TLS,3280,3280,ORY,3360,3360,0,35,0,0,0,-1,0
A319#576,A319,611203/03/08,ORY,3410,3410,TLS,3480,3480,0,35,0,0,0,-1,0
A319#576,A319,612303/03/08,TLS,3640,3640,ORY,3720,3720,0,35,0,0,0,-1,0
A319#576,A319,737603/03/08,ORY,3760,3760,BES,3830,3830,0,35,0,0,0,-1,0
A319#576,A319,737503/03/08,BES,3875,3875,ORY,3950,3950,0,35,0,0,0,-1,0
A319#576,A319,731603/03/08,ORY,3985,3985,SXB,4045,4045,0,35,0,0,0,-1,0
A319#557,A319,730301/03/08,SXB,360,360,ORY,420,420,0,35,0,0,0,-1,0
A319#557,A319,745201/03/08,ORY,480,480,PUF,555,555,0,35,0,0,0,-1,0
A319#557,A319,745701/03/08,PUF,610,610,ORY,690,690,0,35,0,0,0,-1,0
A319#557,A319,611601/03/08,ORY,740,740,TLS,810,810,0,35,0,0,0,-1,0
A319#557,A319,612701/03/08,TLS,850,850,ORY,930,930,0,35,0,0,0,-1,0
A319#557,A319,733801/03/08,ORY,980,980,MLH,1040,1040,0,35,0,0,0,-1,0
A319#557,A319,734301/03/08,MLH,1085,1085,ORY,1155,1155,0,35,0,0,0,-1,0
A319#557,A319,623201/03/08,ORY,1200,1200,NCE,1280,1280,0,35,0,0,0,-1,0
A319#557,A319,620302/03/08,NCE,1865,1865,ORY,1950,1950,0,35,0,0,0,-1,0
A319#557,A319,613202/03/08,ORY,2390,2390,TLS,2460,2460,0,35,0,0,0,-1,0
A319#557,A319,614302/03/08,TLS,2530,2530,ORY,2610,2610,0,35,0,0,0,-1,0
A319#557,A319,734202/03/08,ORY,2645,2645,MLH,2705,2705,0,35,0,0,0,-1,0
A319#557,A319,733103/03/08,MLH,3210,3210,ORY,3280,3280,0,35,0,0,0,-1,0
A319#557,A319,601003/03/08,ORY,3335,3335,MRS,3410,3410,0,35,0,0,0,-1,0
A319#557,A319,602903/03/08,MRS,3690,3690,ORY,3770,3770,0,35,0,0,0,-1,0
A319#557,A319,750203/03/08,ORY,3810,3810,TLN,3890,3890,0,35,0,0,0,-1,0
A319#557,A319,750503/03/08,TLN,3935,3935,ORY,4020,4020,0,35,0,0,0,-1,0
A319#557,A319,731403/03/08,ORY,4075,4075,SXB,4135,4135,0,35,0,0,0,-1,0
A319#451,A319,600401/03/08,ORY,365,365,MRS,440,440,0,35,0,0,0,-1,0
A319#451,A319,601901/03/08,MRS,570,570,ORY,650,650,0,35,0,0,0,-1,0
A319#451,A319,756801/03/08,ORY,700,700,AJA,800,800,0,35,0,0,0,-1,0
A319#451,A319,756901/03/08,AJA,875,875,ORY,975,975,0,35,0,0,0,-1,0
A319#451,A319,740801/03/08,ORY,1010,1010,LYS,1075,1075,0,35,0,0,0,-1,0
A319#451,A319,741501/03/08,LYS,1120,1120,ORY,1185,1185,0,35,0,0,0,-1,0
A319#451,A319,749401/03/08,ORY,1225,1225,BIQ,1300,1300,0,35,0,0,0,-1,0
A319#451,A319,748102/03/08,BIQ,1790,1790,ORY,1870,1870,0,35,0,0,0,-1,0
A319#451,A319,626402/03/08,ORY,2350,2350,BOD,2415,2415,0,35,0,0,0,-1,0
A319#451,A319,627102/03/08,BOD,2465,2465,ORY,2535,2535,0,35,0,0,0,-1,0
A319#451,A319,614402/03/08,ORY,2570,2570,TLS,2640,2640,0,35,0,0,0,-1,0
A319#451,A319,610503/03/08,TLS,3250,3250,ORY,3330,3330,0,35,0,0,0,-1,0
A319#451,A319,743203/03/08,ORY,3370,3370,CFE,3425,3425,0,35,0,0,0,-1,0
A319#451,A319,743503/03/08,CFE,3470,3470,ORY,3525,3525,0,35,0,0,0,-1,0
A319#451,A319,622803/03/08,ORY,3660,3660,NCE,3740,3740,0,35,0,0,0,-1,0
A319#451,A319,622103/03/08,NCE,3785,3785,ORY,3870,3870,0,35,0,0,0,-1,0
A319#451,A319,603803/03/08,ORY,3905,3905,MRS,3980,3980,0,35,0,0,0,-1,0
A319#451,A319,605303/03/08,MRS,4050,4050,ORY,4130,4130,0,35,0,0,0,-1,0
A319#413,A319,771301/03/08,NCE,340,340,CDG,435,435,0,35,0,0,0,-1,0
A319#413,A319,778201/03/08,CDG,560,560,TLS,645,645,0,35,0,0,0,-1,0
A319#413,A319,778501/03/08,TLS,720,720,CDG,810,810,0,35,0,0,0,-1,0
A319#413,A319,767001/03/08,CDG,1220,1220,MRS,1305,1305,0,35,0,0,0,-1,0
A319#413,A319,782102/03/08,MRS,1780,1780,LYS,1835,1835,0,35,0,0,0,-1,0
A319#413,A319,543202/03/08,LYS,1915,1915,BIQ,1990,1990,0,35,0,0,0,-1,0
A319#413,A319,763902/03/08,BIQ,2040,2040,CDG,2130,2130,0,35,0,0,0,-1,0
A319#413,A319,571902/03/08,CDG,2190,2190,LIG,2265,2265,0,35,0,0,0,-1,0
A319#413,A319,571202/03/08,LIG,2360,2360,ORY,2425,2425,0,35,0,0,0,-1,0
A319#413,A319,741202/03/08,ORY,2560,2560,LYS,2625,2625,0,35,0,0,0,-1,0
A319#413,A319,765103/03/08,LYS,3265,3265,CDG,3335,3335,0,35,0,0,0,-1,0
A319#413,A319,571903/03/08,CDG,3630,3630,LIG,3705,3705,0,35,0,0,0,-1,0
A319#413,A319,571203/03/08,LIG,3800,3800,ORY,3865,3865,0,35,0,0,0,-1,0
A319#383,A319,755901/03/08,MPL,375,375,ORY,460,460,0,35,0,0,0,-1,0
A319#383,A319,758201/03/08,ORY,510,510,BIA,605,605,0,35,0,0,0,-1,0
A319#383,A319,758301/03/08,BIA,660,660,ORY,755,755,0,35,0,0,0,-1,0
A319#383,A319,746001/03/08,ORY,815,815,PUF,890,890,0,35,0,0,0,-1,0
A319#383,A319,745301/03/08,PUF,940,940,ORY,1020,1020,0,35,0,0,0,-1,0
A319#383,A319,604001/03/08,ORY,1055,1055,MRS,1130,1130,0,35,0,0,0,-1,0
A319#383,A319,605301/03/08,MRS,1170,1170,ORY,1250,1250,0,35,0,0,0,-1,0
A319#383,A319,736002/03/08,ORY,1810,1810,BES,1880,1880,0,35,0,0,0,-1,0
A319#383,A319,736302/03/08,BES,1925,1925,ORY,2000,2000,0,35,0,0,0,-1,0
A319#383,A319,730802/03/08,ORY,2305,2305,SXB,2365,2365,0,35,0,0,0,-1,0
A319#383,A319,731502/03/08,SXB,2420,2420,ORY,2480,2480,0,35,0,0,0,-1,0
A319#383,A319,731602/03/08,ORY,2545,2545,SXB,2605,2605,0,35,0,0,0,-1,0
A319#383,A319,731303/03/08,SXB,3220,3220,ORY,3280,3280,0,35,0,0,0,-1,0
A319#383,A319,775403/03/08,ORY,3315,3315,ETZ,3375,3375,0,35,0,0,0,-1,0
A319#383,A319,775703/03/08,ETZ,3465,3465,ORY,3535,3535,0,35,0,0,0,-1,0
A319#383,A319,621403/03/08,ORY,3600,3600,NCE,3680,3680,0,35,0,0,0,-1,0
A319#383,A319,621903/03/08,NCE,3725,3725,ORY,3810,3810,0,35,0,0,0,-1,0
A319#383,A319,613403/03/08,ORY,3860,3860,TLS,3930,3930,0,35,0,0,0,-1,0
A319#383,A319,614303/03/08,TLS,3970,3970,ORY,4050,4050,0,35,0,0,0,-1,0
A319#270,A319,775501/03/08,ETZ,335,335,ORY,405,405,0,35,0,0,0,-1,0
A319#270,A319,620401/03/08,ORY,450,450,NCE,530,530,0,35,0,0,0,-1,0
A319#270,A319,620901/03/08,NCE,575,575,ORY,660,660,0,35,0,0,0,-1,0
A319#270,A319,602001/03/08,ORY,695,695,MRS,770,770,0,35,0,0,0,-1,0
A319#270,A319,603301/03/08,MRS,870,870,ORY,950,950,0,35,0,0,0,-1,0
A319#270,A319,622601/03/08,ORY,990,990,NCE,1070,1070,0,35,0,0,0,-1,0
A319#270,A319,624701/03/08,NCE,1115,1115,ORY,1200,1200,0,35,0,0,0,-1,0
A319#270,A319,610202/03/08,ORY,1790,1790,TLS,1860,1860,0,35,0,0,0,-1,0
A319#270,A319,611102/03/08,TLS,1900,1900,ORY,1980,1980,0,35,0,0,0,-1,0
A319#270,A319,622802/03/08,ORY,2220,2220,NCE,2300,2300,0,35,0,0,0,-1,0
A319#270,A319,622102/03/08,NCE,2345,2345,ORY,2430,2430,0,35,0,0,0,-1,0
A319#270,A319,603802/03/08,ORY,2465,2465,MRS,2540,2540,0,35,0,0,0,-1,0
A319#270,A319,605302/03/08,MRS,2610,2610,ORY,2690,2690,0,35,0,0,0,-1,0
A319#270,A319,624003/03/08,ORY,3240,3240,NCE,3320,3320,0,35,0,0,0,-1,0
A319#270,A319,620503/03/08,NCE,3365,3365,ORY,3450,3450,0,35,0,0,0,-1,0
A319#270,A319,625803/03/08,ORY,3490,3490,BOD,3555,3555,0,35,0,0,0,-1,0
A319#270,A319,626303/03/08,BOD,3600,3600,ORY,3670,3670,0,35,0,0,0,-1,0
A319#270,A319,730803/03/08,ORY,3745,3745,SXB,3805,3805,0,35,0,0,0,-1,0
A319#270,A319,731503/03/08,SXB,3860,3860,ORY,3920,3920,0,35,0,0,0,-1,0
A319#270,A319,623803/03/08,ORY,3960,3960,NCE,4040,4040,0,35,0,0,0,-1,0
A319#270,A319,624103/03/08,NCE,4085,4085,ORY,4170,4170,0,35,0,0,0,-1,0
A319#196,A319,743301/03/08,CFE,340,340,ORY,395,395,0,35,0,0,0,-1,0
A319#196,A319,625401/03/08,ORY,435,435,BOD,500,500,0,35,0,0,0,-1,0
A319#196,A319,628101/03/08,BOD,550,550,ORY,620,620,0,35,0,0,0,-1,0
A319#196,A319,736601/03/08,ORY,675,675,BES,745,745,0,35,0,0,0,-1,0
A319#196,A319,736901/03/08,BES,785,785,ORY,860,860,0,35,0,0,0,-1,0
A319#196,A319,741601/03/08,ORY,900,900,LYS,965,965,0,35,0,0,0,-1,0
A319#196,A319,741101/03/08,LYS,1010,1010,ORY,1075,1075,0,35,0,0,0,-1,0
A319#196,A319,734001/03/08,ORY,1125,1125,MLH,1185,1185,0,35,0,0,0,-1,0
A319#196,A319,734501/03/08,MLH,1230,1230,ORY,1300,1300,0,35,0,0,0,-1,0
A319#196,A319,625002/03/08,ORY,1790,1790,BOD,1855,1855,0,35,0,0,0,-1,0
A319#196,A319,625702/03/08,BOD,1900,1900,ORY,1970,1970,0,35,0,0,0,-1,0
A319#196,A319,605602/03/08,ORY,2195,2195,MRS,2270,2270,0,35,0,0,0,-1,0
A319#196,A319,603302/03/08,MRS,2310,2310,ORY,2390,2390,0,35,0,0,0,-1,0
A319#196,A319,622602/03/08,ORY,2430,2430,NCE,2510,2510,0,35,0,0,0,-1,0
A319#196,A319,624702/03/08,NCE,2555,2555,ORY,2640,2640,0,35,0,0,0,-1,0
A319#196,A319,740003/03/08,ORY,3230,3230,LYS,3295,3295,0,35,0,0,0,-1,0
A319#196,A319,740303/03/08,LYS,3340,3340,ORY,3405,3405,0,35,0,0,0,-1,0
A319#196,A319,611403/03/08,ORY,3470,3470,TLS,3540,3540,0,35,0,0,0,-1,0
A319#196,A319,612103/03/08,TLS,3580,3580,ORY,3660,3660,0,35,0,0,0,-1,0
A319#196,A319,602603/03/08,ORY,3695,3695,MRS,3770,3770,0,35,0,0,0,-1,0
A319#196,A319,603903/03/08,MRS,3840,3840,ORY,3920,3920,0,35,0,0,0,-1,0
A319#196,A319,750803/03/08,ORY,3955,3955,TLN,4035,4035,0,35,0,0,0,-1,0
A319#196,A319,750903/03/08,TLN,4090,4090,ORY,4175,4175,0,35,0,0,0,-1,0
A319#1,A319,450101/03/08,AJA,355,355,ORY,455,455,0,35,0,0,0,-1,0
A319#1,A319,736201/03/08,ORY,495,495,BES,565,565,0,35,0,0,0,-1,0
A319#1,A319,736501/03/08,BES,610,610,ORY,685,685,0,35,0,0,0,-1,0
A319#1,A319,743601/03/08,ORY,775,775,CFE,830,830,0,35,0,0,0,-1,0
A319#1,A319,743701/03/08,CFE,900,900,ORY,955,955,0,35,0,0,0,-1,0
A319#1,A319,603601/03/08,ORY,995,1055,MRS,1070,1130,0,35,0,0,0,-1,0
A319#1,A319,604901/03/08,MRS,1110,1170,ORY,1190,1250,0,35,0,0,0,-1,0
A319#1,A319,733002/03/08,ORY,1790,1790,MLH,1850,1850,0,35,0,0,0,-1,0
A319#1,A319,733502/03/08,MLH,1895,1895,ORY,1965,1965,0,35,0,0,0,-1,0
A319#1,A319,740602/03/08,ORY,2010,2010,LYS,2075,2075,0,35,0,0,0,-1,0
A319#1,A319,740702/03/08,LYS,2120,2120,ORY,2185,2185,0,35,0,0,0,-1,0
A319#1,A319,612402/03/08,ORY,2240,2240,TLS,2310,2310,0,35,0,0,0,-1,0
A319#1,A319,613302/03/08,TLS,2380,2380,ORY,2460,2460,0,35,0,0,0,-1,0
A319#1,A319,604002/03/08,ORY,2495,2495,MRS,2570,2570,0,35,0,0,0,-1,0
A319#1,A319,600103/03/08,MRS,3180,3180,ORY,3260,3260,0,35,0,0,0,-1,0
A319#1,A319,600803/03/08,ORY,3305,3305,MRS,3380,3380,0,35,0,0,0,-1,0
A319#1,A319,602303/03/08,MRS,3510,3510,ORY,3590,3590,0,35,0,0,0,-1,0
A319#1,A319,612403/03/08,ORY,3680,3680,TLS,3750,3750,0,35,0,0,0,-1,0
A319#1,A319,613703/03/08,TLS,3880,3880,ORY,3960,3960,0,35,0,0,0,-1,0
A319#1,A319,614403/03/08,ORY,4010,4010,TLS,4080,4080,0,35,0,0,0,-1,0
A318#605,A318,124701/03/08,WAW,365,365,CDG,510,510,0,30,0,0,0,-1,0
A318#605,A318,137001/03/08,CDG,540,540,LHR,620,620,0,30,0,0,0,-1,0
A318#605,A318,137101/03/08,LHR,675,675,CDG,745,745,0,30,0,0,0,-1,0
A318#605,A318,170001/03/08,CDG,790,790,MAD,915,915,0,30,0,0,0,-1,0
A318#605,A318,262501/03/08,MAD,950,1010,ORY,1070,1130,0,30,0,0,0,-1,0
A318#605,A318,262601/03/08,ORY,1130,1190,MAD,1245,1305,0,30,0,0,0,-1,0
A318#605,A318,262702/03/08,MAD,1850,1850,ORY,1970,1970,0,30,0,0,0,-1,0
A318#605,A318,502202/03/08,ORY,2090,2090,LCY,2150,2150,0,30,0,0,0,-1,0
A318#605,A318,502302/03/08,LCY,2180,2180,ORY,2255,2255,0,30,0,0,0,-1,0
A318#605,A318,502402/03/08,ORY,2310,2310,LCY,2370,2370,0,30,0,0,0,-1,0
A318#605,A318,502502/03/08,LCY,2400,2400,ORY,2475,2475,0,30,0,0,0,-1,0
A318#605,A318,502802/03/08,ORY,2515,2515,LCY,2580,2580,0,30,0,0,0,-1,0
A318#605,A318,502902/03/08,LCY,2610,2610,ORY,2685,2685,0,30,0,0,0,-1,0
A318#605,A318,501803/03/08,ORY,3270,3270,LCY,3330,3330,0,30,0,0,0,-1,0
A318#605,A318,501903/03/08,LCY,3360,3360,ORY,3440,3440,0,30,0,0,0,-1,0
A318#605,A318,502203/03/08,ORY,3530,3530,LCY,3590,3590,0,30,0,0,0,-1,0
A318#605,A318,502303/03/08,LCY,3620,3620,ORY,3695,3695,0,30,0,0,0,-1,0
A318#605,A318,502403/03/08,ORY,3750,3750,LCY,3810,3810,0,30,0,0,0,-1,0
A318#605,A318,502503/03/08,LCY,3840,3840,ORY,3915,3915,0,30,0,0,0,-1,0
A318#605,A318,502803/03/08,ORY,3955,3955,LCY,4020,4020,0,30,0,0,0,-1,0
A318#605,A318,502903/03/08,LCY,4050,4050,ORY,4125,4125,0,30,0,0,0,-1,0
F100#65,F100,580601/03/08,BES,325,325,LYS,415,415,0,30,0,0,0,-1,0
F100#65,F100,544401/03/08,LYS,460,460,LRT,550,550,0,30,0,0,0,-1,0
F100#65,F100,544701/03/08,LRT,1015,1015,LYS,1100,1100,0,30,0,0,0,-1,0
F100#65,F100,781701/03/08,LYS,1135,1135,LIL,1210,1210,0,30,0,0,0,-1,0
F100#65,F100,532402/03/08,LIL,1770,1770,MRS,1865,1865,0,30,0,0,0,-1,0
F100#65,F100,546302/03/08,MRS,1910,1910,SXB,1990,1990,0,30,0,0,0,-1,0
F100#65,F100,578102/03/08,SXB,2230,2230,LYS,2290,2290,0,30,0,0,0,-1,0
F100#65,F100,578002/03/08,LYS,2340,2340,SXB,2400,2400,0,30,0,0,0,-1,0
F100#65,F100,578302/03/08,SXB,2455,2455,LYS,2515,2515,0,30,0,0,0,-1,0
F100#65,F100,781702/03/08,LYS,2575,2575,LIL,2650,2650,0,30,0,0,0,-1,0
F100#65,F100,313103/03/08,LIL,3210,3210,BOD,3290,3290,0,30,0,0,0,-1,0
F100#65,F100,322303/03/08,BOD,3335,3335,CFE,3390,3390,0,30,0,0,0,-1,0
F100#65,F100,315303/03/08,CFE,3420,3420,NCE,3490,3490,0,30,0,0,0,-1,0
F100#65,F100,533603/03/08,NCE,3520,3520,NTE,3615,3615,0,30,0,0,0,-1,0
F100#65,F100,576303/03/08,NTE,3690,3690,MRS,3770,3770,0,30,0,0,0,-1,0
F100#65,F100,531503/03/08,MRS,3825,3825,RNS,3915,3915,0,30,0,0,0,-1,0
F100#65,F100,531403/03/08,RNS,3945,3945,MRS,4030,4030,0,30,0,0,0,-1,0
F100#65,F100,533103/03/08,MRS,4060,4060,LIL,4155,4155,0,30,0,0,0,-1,0
F100#332,F100,315901/03/08,LIL,570,570,BOD,650,650,0,30,0,0,0,-1,0
F100#332,F100,316001/03/08,BOD,690,690,LIS,795,795,3159,20,0,0,0,-1,0
F100#332,F100,316801/03/08,LIS,830,830,BOD,940,940,0,30,0,0,0,-1,0
F100#332,F100,316901/03/08,BOD,970,970,LIL,1050,1050,3168,20,0,0,0,-1,0
F100#332,F100,315902/03/08,LIL,2010,2010,BOD,2090,2090,0,30,0,0,0,-1,0
F100#332,F100,316002/03/08,BOD,2130,2130,LIS,2235,2235,3159,20,0,0,0,-1,0
F100#332,F100,316802/03/08,LIS,2270,2270,BOD,2380,2380,0,30,0,0,0,-1,0
F100#332,F100,316902/03/08,BOD,2410,2410,LIL,2490,2490,3168,20,0,0,0,-1,0
F100#332,F100,315903/03/08,LIL,3450,3450,BOD,3530,3530,0,30,0,0,0,-1,0
F100#332,F100,316003/03/08,BOD,3570,3570,LIS,3675,3675,3159,20,0,0,0,-1,0
F100#332,F100,316803/03/08,LIS,3710,3710,BOD,3820,3820,0,30,0,0,0,-1,0
F100#332,F100,316903/03/08,BOD,3850,3850,LIL,3930,3930,3168,20,0,0,0,-1,0
F100#203,F100,322401/03/08,CFE,360,360,BOD,410,410,0,30,0,0,0,-1,0
F100#203,F100,780301/03/08,BOD,445,445,LYS,515,515,0,30,0,0,0,-1,0
F100#203,F100,764101/03/08,LYS,600,600,CDG,670,670,0,30,0,0,0,-1,0
F100#203,F100,764601/03/08,CDG,930,930,LYS,1000,1000,0,30,0,0,0,-1,0
F100#203,F100,787101/03/08,LYS,1050,1050,NTE,1125,1125,0,30,0,0,0,-1,0
F100#203,F100,786601/03/08,NTE,1190,1190,LYS,1265,1265,0,30,0,0,0,-1,0
F100#203,F100,543802/03/08,LYS,1800,1800,BIQ,1875,1875,0,30,0,0,0,-1,0
F100#203,F100,311102/03/08,BIQ,1905,1905,CFE,1970,1970,0,30,0,0,0,-1,0
F100#203,F100,317502/03/08,CFE,2000,2000,MLH,2065,2065,0,30,0,0,0,-1,0
F100#203,F100,317602/03/08,MLH,2380,2380,CFE,2450,2450,0,30,0,0,0,-1,0
F100#203,F100,326702/03/08,CFE,2495,2495,MRS,2550,2550,0,30,0,0,0,-1,0
F100#203,F100,533102/03/08,MRS,2620,2620,LIL,2715,2715,0,30,0,0,0,-1,0
F100#203,F100,550403/03/08,LIL,3220,3220,TLS,3310,3310,0,30,0,0,0,-1,0
F100#203,F100,325603/03/08,TLS,3345,3345,CFE,3400,3400,0,30,0,0,0,-1,0
F100#203,F100,530203/03/08,CFE,3430,3430,MRS,3480,3480,0,30,0,0,0,-1,0
F100#203,F100,475003/03/08,MRS,3640,3640,BIA,3695,3695,0,30,0,0,0,-1,0
F100#203,F100,475703/03/08,BIA,3960,3960,MRS,4015,4015,0,30,0,0,0,-1,0
F100#203,F100,576403/03/08,MRS,4055,4055,NTE,4140,4140,0,30,0,0,0,-1,0
ERJ145#90,ERJ145,545001/03/08,BOD,350,350,MRS,415,415,0,25,0,0,0,-1,0
ERJ145#90,ERJ145,545101/03/08,MRS,455,455,BOD,525,525,0,25,0,0,0,-1,0
